,fic_iServiciosViviendaLuz,fic_iServiciosViviendaAgua,Postulaciones anteriores a la UNMSM,Edad,fic_iServiciosViviendaTelefono,Tipo de preparacion universitaria,Situacion Familiar,Ingreso mensual familiar,Pago mensual de colegio,Tipo de colegio de procedencia,ES INGRESANTE?
2151,1,1,2,20,0,4,4,4,1,1,SI
2152,1,1,0,19,1,4,1,0,3,0,SI
2153,1,1,0,17,1,0,0,1,1,1,SI
2154,1,1,3,19,1,0,1,3,0,1,SI
2155,1,1,2,19,0,0,0,3,2,1,SI
2156,1,1,3,19,0,2,0,3,3,0,SI
2157,1,1,2,20,1,4,0,0,3,0,SI
2158,1,1,4,24,0,4,0,0,3,0,SI
2159,1,1,0,18,1,1,1,0,3,0,SI
2160,1,1,2,20,1,0,0,2,3,0,SI
2161,1,1,1,18,1,4,0,3,3,1,SI
2162,1,1,2,19,1,0,0,1,0,1,SI
2163,1,1,1,19,1,1,0,1,3,0,SI
2164,1,1,1,19,1,0,0,0,3,0,SI
2165,1,1,0,16,1,0,0,1,0,1,SI
2166,1,1,1,18,0,0,0,2,3,0,SI
2167,1,1,1,18,1,0,1,0,3,0,SI
2168,1,1,1,18,1,0,0,1,3,0,SI
2169,1,1,3,21,0,0,4,0,3,0,SI
2170,1,1,0,18,0,0,0,0,3,0,SI
2171,1,1,2,19,1,4,0,1,0,1,SI
2172,1,1,1,19,0,0,0,3,0,0,SI
2173,1,1,2,21,1,4,4,2,0,1,SI
2174,1,1,4,18,1,0,0,1,2,1,SI
2175,1,1,0,17,1,0,0,1,2,1,SI
2176,1,1,1,18,1,0,0,1,0,1,SI
2177,1,1,3,19,1,1,0,3,3,0,SI
2178,1,1,1,19,0,4,4,3,0,1,SI
2179,1,1,0,21,0,0,0,0,3,0,SI
2180,1,1,3,31,1,0,1,1,3,0,SI
2181,1,1,2,20,1,0,1,3,0,1,SI
2182,1,1,2,19,1,0,0,1,2,1,SI
2183,1,1,3,23,1,0,0,3,3,0,SI
2184,1,1,4,19,1,1,1,0,0,1,SI
2185,1,1,2,18,0,0,0,2,3,1,SI
2186,1,1,1,20,1,0,1,2,1,1,SI
2187,1,1,1,20,1,0,1,1,3,0,SI
2188,1,1,0,18,1,0,3,1,0,1,SI
2189,1,1,4,23,1,3,0,0,3,0,SI
2190,1,1,0,17,1,4,4,0,2,1,SI
2191,1,1,3,20,1,1,0,4,3,0,SI
2192,1,1,0,19,1,4,4,1,0,1,SI
2193,1,0,3,19,0,1,0,3,3,0,SI
2194,1,1,2,17,1,1,4,3,0,1,SI
2195,1,1,4,30,1,4,0,1,3,0,SI
2196,1,1,4,29,0,4,1,4,3,0,SI
2197,1,1,3,18,1,1,0,0,1,1,SI
2198,1,1,2,18,1,1,0,1,3,0,SI
2199,1,1,1,21,1,1,3,1,0,1,SI
2200,1,1,4,30,1,1,0,1,3,0,SI
2201,1,1,3,19,1,1,0,0,0,1,SI
2202,1,1,3,18,1,1,0,1,3,0,SI
2203,1,1,1,17,1,1,0,0,1,1,SI
2204,1,1,3,19,1,1,4,3,0,1,SI
2205,1,1,1,18,1,1,0,4,0,1,SI
2206,1,1,4,19,1,1,0,1,0,1,SI
2207,1,1,2,19,1,1,0,0,0,1,SI
2208,1,1,3,19,1,1,0,3,0,0,SI
2209,1,1,4,24,0,1,0,0,3,0,SI
2210,1,1,2,18,1,1,0,3,3,0,SI
2211,1,1,0,20,1,1,1,3,3,0,SI
2212,1,1,2,19,1,1,0,1,1,1,SI
2213,1,1,2,19,0,1,4,2,3,0,SI
2214,1,1,2,18,1,1,0,1,3,0,SI
2215,1,1,1,18,1,4,2,0,0,1,SI
2216,1,1,3,23,1,0,1,2,3,0,SI
2217,1,1,4,20,1,1,4,1,3,0,SI
2218,1,1,3,20,1,2,0,0,3,0,SI
2219,1,1,2,19,0,0,4,3,3,0,SI
2220,1,1,2,19,0,0,0,3,3,0,SI
2221,0,0,0,15,0,2,0,3,3,1,NO
2222,1,1,3,17,1,0,4,0,2,1,SI
2223,1,1,2,19,0,0,0,3,3,0,SI
2224,1,1,1,17,1,0,0,1,0,1,SI
2225,1,1,2,19,1,0,0,0,3,0,SI
2226,1,1,0,19,1,0,4,3,3,0,SI
2227,1,1,2,20,0,4,0,1,3,0,SI
2228,1,1,0,23,1,4,0,1,0,1,SI
2229,1,1,4,22,1,1,3,3,0,1,SI
2230,1,1,1,20,0,0,4,0,3,0,SI
2231,1,1,1,18,1,0,0,3,3,0,SI
2232,1,0,3,19,0,0,0,3,3,0,SI
2233,1,1,0,19,1,0,3,1,3,0,SI
2234,1,1,1,18,0,0,4,2,3,0,SI
2235,1,1,2,18,1,1,1,2,0,1,SI
2236,1,1,0,19,1,0,0,0,0,1,SI
2237,1,1,3,21,0,0,3,3,3,0,SI
2238,1,1,3,22,0,1,0,3,3,0,SI
2239,1,1,2,18,1,1,0,0,0,1,SI
2240,1,1,2,21,1,2,0,3,0,1,SI
2241,1,1,1,18,1,1,0,1,1,1,SI
2242,1,1,3,27,1,1,0,3,0,1,SI
2243,0,0,0,17,0,0,0,3,3,1,NO
2244,1,1,4,23,0,0,4,3,0,1,SI
2245,1,1,2,23,0,0,0,3,3,0,SI
2246,1,1,1,17,0,0,0,0,3,0,SI
2247,1,1,0,19,1,3,4,1,2,1,SI
2248,0,0,1,16,0,0,0,3,3,1,NO
2249,1,1,1,20,0,0,0,0,3,0,SI
2250,1,1,1,20,1,0,0,0,3,0,SI
2251,1,1,0,18,1,0,0,0,3,0,SI
2252,1,0,1,18,0,0,0,0,0,1,SI
2253,1,1,0,19,0,0,4,4,3,0,SI
2254,1,1,2,19,0,0,3,1,0,1,SI
2255,1,1,0,18,0,4,2,4,3,0,SI
2256,1,1,0,18,1,0,0,3,0,1,SI
2257,1,1,1,18,1,0,0,3,0,1,SI
2258,1,1,4,19,1,1,0,0,0,1,SI
2259,1,1,2,19,1,0,1,3,0,1,SI
2260,1,1,4,20,0,0,4,3,3,0,SI
2261,1,1,0,18,1,0,0,0,3,0,SI
2262,1,1,0,17,1,0,0,3,0,1,SI
2263,1,1,2,18,1,1,0,1,0,1,SI
2264,1,1,4,20,1,1,0,3,3,0,SI
2265,1,1,4,19,1,0,0,3,3,0,SI
2266,1,1,4,22,0,0,0,3,0,1,SI
2267,1,1,0,18,0,0,0,0,3,0,SI
2268,1,1,1,20,1,0,4,1,0,1,SI
2269,1,1,2,19,1,0,0,4,3,0,SI
2270,1,1,3,19,1,0,1,1,2,1,SI
2271,1,1,1,24,1,0,4,3,0,1,SI
2272,1,1,0,17,1,1,0,3,0,1,SI
2273,1,1,0,19,1,1,0,1,0,1,SI
2274,1,0,3,20,0,1,0,3,3,0,SI
2275,1,1,4,20,1,1,0,0,0,1,SI
2276,1,1,3,22,0,1,4,3,1,1,SI
2277,1,1,2,23,1,1,0,3,3,0,SI
2278,1,1,1,19,1,1,4,1,0,0,SI
2279,1,1,3,19,0,1,4,3,3,0,SI
2280,1,1,4,19,1,1,0,3,3,0,SI
2281,1,1,2,18,1,1,0,1,3,1,SI
2282,1,1,3,18,0,1,0,3,3,0,SI
2283,1,1,3,18,0,1,0,1,1,1,SI
2284,1,1,2,19,0,1,4,0,0,1,SI
2285,1,1,2,18,0,1,4,4,3,0,SI
2286,1,1,4,21,0,1,4,3,3,0,SI
2287,1,1,4,20,1,1,0,0,1,1,SI
2288,1,1,2,19,1,1,0,0,3,0,SI
2289,1,1,1,22,1,1,1,0,3,1,SI
2290,1,1,2,19,1,1,0,3,0,1,SI
2291,1,1,4,23,0,1,0,3,3,0,SI
2292,1,1,1,18,1,1,4,0,3,0,SI
2293,1,1,2,19,0,4,0,2,3,0,SI
2294,1,1,0,18,1,0,3,1,3,0,SI
2295,1,1,1,19,1,1,0,1,3,0,SI
2296,1,1,1,20,0,0,4,4,0,1,SI
2297,1,1,2,18,1,1,0,3,3,1,SI
2298,1,1,0,16,1,3,4,1,1,1,SI
2299,1,1,4,19,0,0,4,3,3,0,SI
2300,1,1,0,18,1,0,0,0,2,1,SI
2301,1,1,2,21,0,0,3,4,3,0,SI
2302,1,1,1,18,0,0,4,2,3,0,SI
2303,1,1,0,22,1,0,4,0,3,0,SI
2304,1,1,4,18,1,0,3,1,3,0,SI
2305,1,1,2,18,1,4,0,1,0,1,SI
2306,1,1,2,21,1,1,0,3,3,0,SI
2307,0,0,3,19,0,0,0,3,3,1,NO
2308,1,1,0,17,1,0,0,1,0,1,SI
2309,1,1,3,18,1,0,0,3,1,1,SI
2310,1,1,1,19,0,4,0,1,0,1,SI
2311,1,1,2,20,0,2,3,4,3,0,SI
2312,1,1,2,19,1,1,0,0,3,0,SI
2313,1,1,2,19,1,0,0,0,1,1,SI
2314,1,1,0,18,1,0,0,3,2,1,SI
2315,1,1,0,18,1,0,0,1,2,1,SI
2316,1,1,3,19,1,4,0,0,3,0,SI
2317,1,1,4,19,0,0,0,3,0,1,SI
2318,1,1,3,20,0,0,0,0,3,0,SI
2319,1,1,4,20,0,4,4,4,3,0,SI
2320,1,1,1,19,1,0,4,0,0,1,SI
2321,1,1,0,26,1,4,0,3,0,1,SI
2322,1,1,0,19,1,0,0,0,0,1,SI
2323,1,1,3,20,1,0,4,0,3,0,SI
2324,0,0,0,16,0,4,0,3,3,1,NO
2325,1,1,3,24,1,2,0,1,0,1,SI
2326,1,1,0,17,1,4,0,0,2,1,SI
2327,1,1,3,20,1,1,0,1,3,0,SI
2328,1,1,2,18,0,0,0,3,3,0,SI
2329,1,1,0,18,1,0,4,3,3,0,SI
2330,1,1,0,18,1,4,0,1,1,1,SI
2331,1,1,3,20,1,0,4,2,0,1,SI
2332,1,1,4,20,1,0,0,0,0,1,SI
2333,1,1,0,17,1,0,0,0,3,0,SI
2334,1,1,0,18,0,0,0,1,3,0,SI
2335,1,1,1,29,1,4,0,3,3,1,SI
2336,1,1,0,17,1,2,0,1,1,1,SI
2337,1,1,3,19,1,0,0,3,0,1,SI
2338,0,0,0,17,0,2,0,3,3,1,NO
2339,1,1,2,20,0,1,4,0,3,1,SI
2340,1,1,4,19,1,1,0,1,0,1,SI
2341,1,1,2,18,0,1,0,4,3,0,SI
2342,1,1,4,18,1,1,0,0,1,1,SI
2343,1,1,2,19,1,1,0,1,0,0,SI
2344,1,1,1,18,1,1,0,1,1,1,SI
2345,1,1,2,18,0,1,0,3,3,0,SI
2346,1,1,4,21,0,1,4,2,3,0,SI
2347,1,1,0,17,1,1,0,3,1,1,SI
2348,1,1,2,18,1,1,0,3,2,1,SI
2349,1,1,2,51,1,1,0,1,3,0,SI
2350,1,1,3,25,0,1,0,2,3,0,SI
2351,1,1,1,18,1,1,0,0,2,1,SI
2352,1,1,3,21,0,1,4,2,3,0,SI
2353,1,1,2,19,1,1,4,0,3,0,SI
2354,1,1,2,21,0,0,4,3,3,0,SI
2355,0,0,0,16,0,2,0,3,3,1,NO
2356,1,1,0,16,1,0,0,1,2,1,SI
2357,1,1,2,19,0,0,4,2,3,0,SI
2358,1,1,0,19,1,0,0,3,3,0,SI
2359,1,1,4,19,0,1,0,3,3,1,SI
2360,1,1,1,17,1,1,0,0,1,1,SI
2361,0,0,0,16,0,3,0,3,3,0,NO
2362,1,1,1,18,1,1,0,0,1,1,SI
2363,1,1,1,17,1,0,0,1,3,0,SI
2364,1,1,4,20,1,4,0,0,3,0,SI
2365,1,1,3,19,1,0,0,1,3,0,SI
2366,1,1,1,18,1,0,0,3,3,1,SI
2367,1,1,2,22,1,0,4,1,3,0,SI
2368,1,1,0,20,0,0,0,3,3,0,SI
2369,0,0,0,17,0,3,0,3,3,1,NO
2370,1,1,0,18,1,4,0,1,3,0,SI
2371,1,1,2,47,1,4,2,1,3,0,SI
2372,1,1,0,18,1,0,0,1,1,1,SI
2373,1,1,0,26,1,4,0,3,3,0,SI
2374,1,1,0,16,1,2,4,1,2,1,NO
2375,1,1,2,19,0,0,4,3,1,1,SI
2376,1,1,1,22,1,0,1,3,0,1,SI
2377,1,1,1,18,0,0,2,1,3,0,SI
2378,1,1,1,22,1,0,0,0,3,0,SI
2379,1,1,0,18,0,4,4,2,3,0,SI
2380,1,1,3,19,1,1,4,0,3,0,SI
2381,1,1,2,19,1,0,0,0,3,0,SI
2382,1,1,1,19,0,0,0,0,3,0,SI
2383,1,1,2,19,1,1,0,0,0,1,SI
2384,0,0,0,16,0,3,0,3,3,1,NO
2385,1,1,2,43,1,4,0,1,3,0,SI
2386,1,1,0,17,1,0,0,1,3,0,SI
2387,1,1,2,19,0,0,0,1,0,0,SI
2388,1,1,2,18,1,1,0,1,0,1,SI
2389,1,1,2,21,1,4,0,1,0,1,SI
2390,1,1,3,21,0,0,1,3,3,0,SI
2391,1,1,0,17,1,0,0,0,0,1,SI
2392,1,1,1,18,0,0,1,3,0,1,SI
2393,1,0,2,16,0,0,4,0,2,1,SI
2394,1,1,1,19,1,0,0,3,0,1,SI
2395,1,1,2,18,1,0,1,1,2,1,SI
2396,1,1,0,17,0,4,4,4,1,1,SI
2397,0,0,0,17,0,4,0,3,3,1,NO
2398,1,1,3,20,0,1,2,3,3,0,SI
2399,1,1,1,19,1,0,0,3,0,1,SI
2400,1,1,1,18,0,0,0,2,1,1,SI
2401,1,1,3,19,1,0,0,3,3,0,SI
2402,1,1,1,19,1,0,4,2,3,0,SI
2403,1,1,4,18,1,0,4,3,3,0,SI
2404,1,1,0,18,1,0,0,1,0,1,SI
2405,0,0,0,17,0,2,0,3,3,1,NO
2406,1,1,2,18,1,0,0,3,3,0,SI
2407,1,1,0,21,1,1,4,3,3,0,SI
2408,1,1,3,19,1,1,0,1,1,1,SI
2409,1,1,3,19,0,1,0,1,3,0,SI
2410,1,1,2,18,1,1,0,1,0,1,SI
2411,1,1,2,19,0,1,1,3,0,1,SI
2412,1,1,1,17,1,1,0,1,0,1,SI
2413,1,1,2,19,1,1,4,3,1,1,SI
2414,1,1,4,22,0,1,0,3,0,1,SI
2415,1,1,3,19,1,1,0,1,2,1,SI
2416,1,1,1,18,0,0,0,0,3,0,SI
2417,1,1,1,17,1,0,4,3,0,1,SI
2418,1,1,2,20,0,4,4,2,0,1,SI
2419,1,1,0,17,0,0,0,2,0,1,SI
2420,1,1,0,21,1,3,4,3,3,0,SI
2421,1,1,3,19,1,0,4,4,3,0,SI
2422,1,1,2,20,0,0,4,1,0,1,SI
2423,1,1,0,17,0,4,0,3,0,1,NO
2424,1,1,2,20,1,0,1,0,0,1,SI
2425,1,1,1,20,1,0,0,1,2,1,SI
2426,1,1,4,19,1,1,0,1,0,1,SI
2427,1,1,3,19,0,0,4,2,1,1,SI
2428,1,1,2,20,0,0,0,3,3,0,SI
2429,1,1,3,19,1,1,0,1,3,0,SI
2430,1,1,0,18,1,0,0,1,3,0,SI
2431,1,1,1,18,0,0,4,1,3,0,SI
2432,1,1,2,21,0,4,0,2,3,0,SI
2433,1,1,2,17,0,0,0,3,0,1,SI
2434,1,1,1,19,1,1,0,0,3,0,SI
2435,1,1,3,19,1,0,0,3,3,0,SI
2436,1,1,1,19,0,0,4,3,3,0,SI
2437,1,1,4,22,1,0,4,3,0,0,SI
2438,1,1,0,20,1,0,0,0,3,1,SI
2439,1,1,1,18,1,0,0,3,3,0,SI
2440,1,1,1,17,1,0,1,1,0,1,SI
2441,1,1,4,20,1,2,0,3,3,0,SI
2442,1,1,2,17,0,4,4,3,2,1,SI
2443,1,1,1,22,0,1,1,1,3,0,SI
2444,0,0,0,15,0,3,0,3,3,1,NO
2445,1,1,2,20,1,1,0,0,0,1,SI
2446,0,0,0,16,0,3,0,3,3,1,NO
2447,1,1,2,19,0,0,0,0,3,0,SI
2448,0,0,1,17,0,1,0,3,3,1,NO
2449,1,1,2,19,1,0,0,0,0,1,SI
2450,1,1,1,17,1,1,0,1,3,0,SI
2451,1,1,1,19,0,0,2,1,1,1,SI
2452,1,0,4,20,0,0,0,0,0,0,SI
2453,1,1,0,17,0,0,0,0,3,0,SI
2454,1,1,2,18,1,1,0,3,0,1,SI
2455,1,1,4,22,1,1,0,3,3,0,SI
2456,1,1,1,20,1,0,0,2,3,0,SI
2457,1,1,4,21,1,4,0,3,3,1,SI
2458,1,1,0,19,1,4,0,1,0,1,SI
2459,0,0,0,16,0,2,0,3,3,1,NO
2460,1,1,1,19,1,0,0,3,3,0,SI
2461,1,1,0,19,1,2,0,1,3,0,SI
2462,1,1,1,18,0,4,4,2,3,0,SI
2463,1,1,2,19,1,0,0,0,1,1,SI
2464,1,1,0,18,0,4,2,2,3,0,SI
2465,1,1,0,17,0,0,0,1,0,1,SI
2466,1,1,2,19,1,0,0,0,0,1,SI
2467,1,1,2,18,0,1,0,3,3,0,SI
2468,1,1,1,19,1,0,0,0,3,1,SI
2469,1,1,1,18,1,4,1,1,2,1,SI
2470,1,1,1,18,0,0,4,3,0,1,SI
2471,1,1,1,18,1,0,0,3,3,0,SI
2472,1,1,0,18,0,0,4,4,3,0,SI
2473,1,1,2,21,1,4,0,1,2,1,SI
2474,1,1,3,20,0,2,4,2,3,0,SI
2475,1,1,0,17,1,2,0,3,3,1,NO
2476,1,1,1,20,0,0,2,3,0,1,SI
2477,1,1,2,20,1,0,0,1,0,1,SI
2478,1,1,4,20,1,1,0,1,1,1,SI
2479,1,1,1,17,1,1,0,1,1,1,SI
2480,1,1,1,18,0,1,4,3,3,0,SI
2481,1,1,2,19,1,1,1,1,3,0,SI
2482,1,1,3,19,1,1,3,0,2,1,SI
2483,1,1,4,20,1,1,0,3,0,1,SI
2484,1,1,1,19,1,1,0,0,0,1,SI
2485,1,1,4,19,1,1,0,0,1,1,SI
2486,1,1,3,19,0,1,0,2,3,0,SI
2487,1,1,3,18,1,1,0,1,0,1,SI
2488,1,1,3,20,1,1,0,3,3,0,SI
2489,1,1,2,18,0,1,1,2,0,1,SI
2490,1,1,2,18,0,1,0,1,0,0,SI
2491,1,1,2,19,1,1,0,3,3,0,SI
2492,1,1,4,20,0,1,0,0,3,0,SI
2493,1,1,2,18,1,1,0,0,3,0,SI
2494,1,1,1,19,1,1,4,3,0,1,SI
2495,1,1,1,18,1,1,0,0,0,1,SI
2496,1,1,2,20,0,1,4,2,3,0,SI
2497,1,1,1,20,0,1,0,3,3,0,SI
2498,1,1,1,18,0,1,4,3,0,1,SI
2499,1,1,3,20,1,1,0,3,0,1,SI
2500,1,1,1,20,0,0,4,4,1,1,SI
2501,1,1,0,18,0,4,1,3,0,1,SI
2502,1,0,1,17,0,0,0,0,0,1,SI
2503,0,0,2,15,0,0,0,3,3,1,NO
2504,1,1,3,20,1,0,0,2,3,0,SI
2505,1,1,2,20,1,1,0,3,3,0,SI
2506,1,1,0,20,1,2,4,0,3,0,SI
2507,0,0,0,12,0,2,0,3,3,1,NO
2508,1,1,0,19,1,0,0,0,3,0,SI
2509,1,1,3,22,1,0,4,0,3,0,SI
2510,1,1,3,19,1,1,0,1,2,1,SI
2511,1,1,0,17,1,4,0,0,0,1,SI
2512,1,1,1,18,1,1,0,1,1,1,SI
2513,1,1,0,18,1,0,0,0,3,0,SI
2514,1,1,3,20,1,0,4,3,0,1,SI
2515,1,1,3,21,0,0,0,3,0,1,SI
2516,1,1,0,17,0,3,0,0,0,1,SI
2517,1,1,2,19,1,0,0,3,3,0,SI
2518,1,1,0,16,1,2,0,3,0,1,SI
2519,0,0,0,17,0,4,0,3,3,1,NO
2520,1,1,1,18,0,0,0,3,1,1,SI
2521,1,1,2,20,1,1,0,1,0,1,SI
2522,1,1,3,25,1,0,0,3,3,0,SI
2523,1,1,4,20,1,1,0,1,0,1,SI
2524,1,1,2,19,1,0,4,2,0,1,SI
2525,1,1,1,18,1,0,0,0,3,0,SI
2526,1,1,0,17,1,0,4,3,3,0,SI
2527,1,1,1,18,1,0,0,3,3,0,SI
2528,1,1,1,17,1,0,0,3,3,0,SI
2529,1,1,2,22,0,0,4,2,3,0,NO
2530,1,1,3,22,0,1,0,3,3,0,SI
